ticker,date,open,high,low,close,volume
FB,2018-09-04,173.5,173.89,168.8,171.16,29808971
FB,2018-09-05,169.49,171.125,166.67,167.18,31226744
FB,2018-09-06,166.98,166.98,160.0,162.53,41514834
FB,2018-09-07,160.31,164.6269,160.16,163.04,24300600
FB,2018-09-10,163.51,165.01,162.16,164.18,20197680
FB,2018-09-11,163.94,167.19,163.72,165.94,20457088
FB,2018-09-12,163.25,164.49,161.8,162.0,24078118
FB,2018-09-13,162.0,163.32,160.86,161.36,25453775
FB,2018-09-14,161.715,162.84,160.34,162.32,21770405
FB,2018-09-17,161.92,162.06,159.77,160.58,21005321
FB,2018-09-18,159.39,161.7639,158.8656,160.3,22465236
FB,2018-09-19,160.08,163.44,159.48,163.06,19628996
FB,2018-09-20,164.5,166.45,164.4722,166.02,18936038
FB,2018-09-21,166.64,167.25,162.81,162.93,45994800
FB,2018-09-24,161.03,165.7,160.88,165.41,19222775
FB,2018-09-25,161.99,165.59,161.15,164.91,27622806
FB,2018-09-26,164.3,169.3,164.21,166.95,25252231
FB,2018-09-27,167.55,171.77,167.21,168.84,27266856
FB,2018-09-28,168.33,168.79,162.56,164.46,34265638
FB,2018-10-01,163.03,165.88,161.26,162.44,26407677
FB,2018-10-02,161.58,162.28,158.67,159.33,36030977
FB,2018-10-03,160.0,163.66,159.53,162.43,23109456
FB,2018-10-04,161.46,161.46,157.35,158.85,25739635
FB,2018-10-05,159.21,160.9,156.2,157.33,25744047
FB,2018-10-08,155.54,158.34,154.39,157.25,24045968
FB,2018-10-09,157.69,160.59,157.42,157.9,18844425
FB,2018-10-10,156.82,157.69,151.31,151.38,30609970
FB,2018-10-11,150.13,154.81,149.16,153.35,35338901
FB,2018-10-12,156.73,156.89,151.2998,153.74,25293492
FB,2018-10-15,153.32,155.57,152.55,153.52,15433521
FB,2018-10-16,155.4,159.46,155.01,158.78,19180095
FB,2018-10-17,159.56,160.49,157.95,159.42,17592003
FB,2018-10-18,158.51,158.66,153.28,154.92,21675084
FB,2018-10-19,155.86,157.35,153.55,154.05,19761347
FB,2018-10-22,154.76,157.34,154.46,154.78,15424658
FB,2018-10-23,151.22,154.77,150.85,154.39,19095032
FB,2018-10-24,154.28,154.65,145.6,146.04,27744597
FB,2018-10-25,147.73,152.21,147.0,150.95,22105696
FB,2018-10-26,145.82,149.0,143.8,145.37,31303341
FB,2018-10-29,148.5,148.83,139.03,142.09,31336784
FB,2018-10-30,139.935,146.64,139.7419,146.22,50528278
FB,2018-10-31,155.0,156.4,148.96,151.79,60101251
FB,2018-11-01,151.52,152.75,149.35,151.75,25640786
FB,2018-11-02,151.8,154.13,148.96,150.35,24708695
FB,2018-11-05,150.1,150.19,147.44,148.68,15969849
FB,2018-11-06,149.31,150.97,148.0,149.94,16667124
FB,2018-11-07,151.57,153.01,149.83,151.53,21877372
FB,2018-11-08,150.49,150.94,146.74,147.87,24145814
FB,2018-11-09,146.75,147.76,144.07,144.96,17326898
FB,2018-11-12,144.48,145.04,140.4899,141.55,18542123
FB,2018-11-13,142.0,144.88,141.62,142.16,15141710
FB,2018-11-14,143.7,145.58,141.55,144.22,22068384
FB,2018-11-15,142.33,144.84,140.83,143.85,30320280
FB,2018-11-16,141.07,141.77,137.77,139.53,37250560
FB,2018-11-19,137.61,137.75,131.21,131.55,44362729
FB,2018-11-20,127.03,134.1592,126.85,132.43,41939475
FB,2018-11-21,134.4,137.19,134.13,134.82,25469735
FB,2018-11-23,133.65,134.5,131.2551,131.73,11886128
FB,2018-11-26,133.0,137.0,132.78,136.38,24263640
FB,2018-11-27,135.75,136.6126,133.71,135.0,20750318
FB,2018-11-28,136.28,136.7899,131.85,136.76,29847505
FB,2018-11-29,135.92,139.99,135.66,138.68,24238713
FB,2018-11-30,138.26,140.966,137.36,140.61,25732577
FB,2018-12-03,143.0,143.6799,140.76,141.09,24819226
FB,2018-12-04,140.73,143.39,137.16,137.93,30307400
FB,2018-12-06,133.82,139.7,133.67,139.63,28218145
FB,2018-12-07,139.25,140.87,136.6566,137.42,21195460
FB,2018-12-10,139.6,143.05,139.01,141.85,26422173
FB,2018-12-11,143.88,143.88,141.1,142.08,20300349
FB,2018-12-12,143.08,147.19,142.51,144.5,23696936
FB,2018-12-13,145.57,145.85,143.19,145.01,18148610
FB,2018-12-14,143.34,146.01,142.51,144.06,21785820
FB,2018-12-17,143.08,144.92,138.42,140.19,24333959
FB,2018-12-18,141.08,145.93,139.8301,143.66,24709084
FB,2018-12-19,141.21,144.91,132.5,133.24,57404894
FB,2018-12-20,130.7,135.57,130.0,133.4,40297944
FB,2018-12-21,133.39,134.9,123.42,124.95,56901491
FB,2018-12-24,123.1,129.74,123.02,124.06,22066002
FB,2018-12-26,126.0,134.24,125.89,134.18,39723370
FB,2018-12-27,132.44,134.99,129.67,134.52,31202509
FB,2018-12-28,135.34,135.92,132.2,133.2,22627569
FB,2018-12-31,134.45,134.64,129.95,131.09,24625308
AAPL,2018-01-02,167.6431,169.7514,166.7564,169.712,25555934
AAPL,2018-01-03,169.978,171.9682,169.4165,169.6825,29517899
AAPL,2018-01-04,169.9879,170.9041,169.5347,170.4707,22434597
AAPL,2018-01-05,170.8746,172.776,170.4904,172.4115,23660018
AAPL,2018-01-08,171.7711,173.0125,171.3573,171.7711,20567766
AAPL,2018-01-09,171.9682,172.4706,170.845,171.7514,21583997
AAPL,2018-01-10,170.5987,171.7219,170.4411,171.712,23959895
AAPL,2018-01-11,172.0076,172.8929,171.9091,172.6874,18667729
AAPL,2018-01-12,173.5741,174.7366,173.0519,174.4706,25418080
AAPL,2018-01-16,175.2686,176.7366,173.5346,173.5839,29565947
AAPL,2018-01-17,173.5445,176.5986,172.4805,176.4509,34386836
AAPL,2018-01-18,176.7169,177.4361,175.6134,176.6085,31193352
AAPL,2018-01-19,175.9681,176.9238,174.7859,175.8203,32425067
AAPL,2018-01-22,174.6775,175.1504,173.9894,174.3819,27108551
AAPL,2018-01-23,174.6775,176.7858,174.2046,174.4213,32689146
AAPL,2018-01-24,174.6282,174.6775,170.6381,171.643,51105090
AAPL,2018-01-25,171.9238,172.3623,168.0076,168.579,41529004
AAPL,2018-01-26,169.4559,169.4559,167.5446,168.9731,39143011
AAPL,2018-01-29,167.6431,167.6431,164.5988,165.4756,50640406
AAPL,2018-01-30,163.0767,164.8944,162.2639,164.5003,46048185
AAPL,2018-01-31,164.4018,165.9502,164.0372,164.9535,32478930
AAPL,2018-02-01,164.6924,166.1259,164.2934,165.2983,47230787
AAPL,2018-02-02,163.5446,164.3328,157.7319,158.126,86593825
AAPL,2018-02-05,156.7467,161.456,153.6925,154.1753,72738522
AAPL,2018-02-06,152.5399,161.2984,151.7221,160.6186,68243838
AAPL,2018-02-07,160.6728,160.9831,156.7157,157.1802,51608580
AAPL,2018-02-08,157.9191,158.6186,152.7369,152.8551,54390516
AAPL,2018-02-09,155.3777,156.1889,148.6213,154.7248,70672608
AAPL,2018-02-12,156.7923,162.1242,155.813,160.9569,60819539
AAPL,2018-02-13,160.2051,162.975,159.9084,162.5694,32549163
AAPL,2018-02-14,161.2883,165.7349,161.1251,165.5667,40644933
AAPL,2018-02-15,167.9607,171.2251,167.1792,171.1262,51147171
AAPL,2018-02-16,170.503,172.9365,169.9193,170.5722,40176091
AAPL,2018-02-20,170.1963,172.3825,169.5731,169.9985,33930540
AAPL,2018-02-21,170.9679,172.244,169.1675,169.2269,37471623
AAPL,2018-02-22,169.949,172.0758,169.86,170.6415,30991940
AAPL,2018-02-23,171.7989,173.7575,171.6703,173.6091,33812360
AAPL,2018-02-26,174.45,177.4572,174.3115,177.0418,38162174
AAPL,2018-02-27,177.1704,178.5355,176.2405,176.468,38928125
AAPL,2018-02-28,177.3286,178.669,176.1317,176.2009,37782138
AAPL,2018-03-01,176.6164,177.8381,170.7997,173.1145,48801970
AAPL,2018-03-02,170.9382,174.4005,170.592,174.3115,38453950
AAPL,2018-03-05,173.3223,175.825,172.6397,174.9149,28401366
AAPL,2018-03-06,175.9932,176.3295,174.2324,174.7665,23788506
AAPL,2018-03-07,173.0552,173.9554,172.3924,173.1442,31703462
AAPL,2018-03-08,173.5894,175.2117,173.1838,175.0336,23774107
AAPL,2018-03-09,176.0426,178.0607,175.4788,178.0409,32185162
AAPL,2018-03-12,178.3475,180.4249,178.2684,179.7621,32207081
AAPL,2018-03-13,180.6228,181.523,177.3088,178.031,31693529
AAPL,2018-03-14,178.3772,178.5751,175.8943,176.5175,29368356
AAPL,2018-03-15,176.5768,178.2981,176.1516,176.7252,22743798
AAPL,2018-03-16,176.7252,177.1901,175.7063,176.102,39404688
AAPL,2018-03-19,175.4095,175.5579,171.789,173.4113,33446771
AAPL,2018-03-20,173.3519,174.8951,173.0552,173.3519,19649350
AAPL,2018-03-21,173.1541,173.2036,169.4148,169.4247,37054935
AAPL,2018-03-22,168.1684,170.8195,166.7835,167.0308,41490767
AAPL,2018-03-23,166.5757,168.0893,163.1629,163.1629,41028784
AAPL,2018-03-26,166.2592,171.235,164.6468,170.9086,37541236
AAPL,2018-03-27,171.8088,173.2629,165.1216,166.5263,40922579
AAPL,2018-03-28,165.448,168.1882,163.4102,164.6863,41668545
AAPL,2018-03-29,165.997,169.8995,165.1018,165.9723,38398505
AAPL,2018-04-02,166.0712,167.1198,162.698,164.8842,37586791
AAPL,2018-04-03,165.8338,166.9274,163.1036,166.5757,30278046
AAPL,2018-04-04,163.1036,170.1567,162.9947,169.7611,34605489
AAPL,2018-04-05,170.7206,172.3532,170.226,170.9382,26933197
AAPL,2018-04-06,169.1279,170.6217,166.3878,166.5659,35005290
AAPL,2018-04-09,168.0497,171.2251,168.0151,168.2179,29017718
AAPL,2018-04-10,171.1361,172.1253,169.6819,171.3834,28614241
AAPL,2018-04-11,170.3744,172.0493,169.8501,170.5821,22431640
AAPL,2018-04-12,171.5417,173.1145,171.1756,172.2638,22889285
AAPL,2018-04-13,172.8969,173.9455,171.9769,172.8474,25124255
AAPL,2018-04-16,173.1443,174.2917,172.9465,173.9257,21578420
AAPL,2018-04-17,174.5885,177.0086,174.5093,176.3196,26605442
AAPL,2018-04-18,175.8943,176.8934,174.9743,175.9239,20754538
AAPL,2018-04-19,173.0651,173.5003,170.7997,170.9382,34808800
AAPL,2018-04-20,168.757,169.3737,163.6476,163.9345,65491140
AAPL,2018-04-23,165.0373,165.1216,162.3221,163.4597,36515477
AAPL,2018-04-24,163.8851,164.5379,159.4831,161.1845,33692017
AAPL,2018-04-25,160.8679,163.6377,160.6602,161.8868,28382084
AAPL,2018-04-26,162.3518,163.9444,161.6098,162.4507,27963014
AAPL,2018-04-27,162.233,162.5595,158.8994,160.5711,35655839
AAPL,2018-04-30,160.3834,165.4579,160.0963,163.4795,42427424
AAPL,2018-05-01,164.6173,167.377,163.4894,167.2781,53569376
AAPL,2018-05-02,173.3371,175.8349,171.9275,174.6676,66539371
AAPL,2018-05-03,173.985,175.5876,172.5617,174.9842,34068180
AAPL,2018-05-04,176.3295,182.2649,176.2504,181.8494,56201317
AAPL,2018-05-07,183.1849,185.648,182.7595,183.1651,42451423
AAPL,2018-05-08,182.9969,184.2136,181.6862,184.0455,28402777
AAPL,2018-05-09,184.5401,185.3809,183.2244,185.3414,23211241
AAPL,2018-05-10,185.7173,188.3189,185.6282,187.9925,27989289
AAPL,2018-05-11,188.1712,188.7372,186.1454,187.2774,26212221
AAPL,2018-05-14,187.6945,188.2109,186.5525,186.8405,20778772
AAPL,2018-05-15,185.48,185.768,183.8117,185.1424,23695159
AAPL,2018-05-16,184.775,187.1483,184.7055,186.8703,19183064
AAPL,2018-05-17,186.6915,187.5952,185.063,185.6886,17294029
AAPL,2018-05-18,185.8872,186.5031,184.8346,185.0133,18297728
AAPL,2018-05-21,186.6915,187.9527,185.6097,186.3241,18400787
AAPL,2018-05-22,187.0639,187.5654,185.48,185.8574,15240704
AAPL,2018-05-23,185.053,187.1881,184.4671,187.049,20058415
AAPL,2018-05-24,187.4562,187.5257,184.914,186.8405,23233975
AAPL,2018-05-25,186.9199,188.3301,186.344,187.2675,17460963
AAPL,2018-05-29,186.2943,187.4363,185.5694,186.5922,22514075
AAPL,2018-05-30,186.4135,186.6915,185.48,186.195,18690547
AAPL,2018-05-31,185.917,186.9199,184.8445,185.5694,27482793
AAPL,2018-06-01,186.6828,188.9358,186.4433,188.916,23442510
AAPL,2018-06-04,190.3013,192.0738,190.0182,190.4949,26266174
AAPL,2018-06-05,191.7213,192.5902,191.0212,191.9646,21565963
AAPL,2018-06-06,192.2824,192.7292,190.5843,192.6299,20933619
AAPL,2018-06-07,192.7888,192.8484,190.9964,192.1135,21347180
AAPL,2018-06-08,189.8395,190.6637,188.4492,190.3658,26656799
AAPL,2018-06-11,190.0182,190.6339,188.8862,189.8991,18308460
AAPL,2018-06-12,190.053,191.2705,189.8196,190.9418,16911141
AAPL,2018-06-13,191.0808,191.5376,189.1146,189.3728,21638393
AAPL,2018-06-14,190.2168,190.2367,188.8961,189.4721,21610074
AAPL,2018-06-15,188.7074,188.8365,186.9497,187.5257,61719160
AAPL,2018-06-18,186.5724,187.9031,185.8971,187.4264,18484865
AAPL,2018-06-19,183.8515,185.0332,182.1732,184.3976,33578455
AAPL,2018-06-20,185.053,185.8971,184.4373,185.202,20628701
AAPL,2018-06-21,185.9468,187.0391,183.6528,184.1692,25711898
AAPL,2018-06-22,184.8246,184.8544,183.4145,183.633,27200447
AAPL,2018-06-25,182.1236,183.633,179.4721,180.9021,31663096
AAPL,2018-06-26,181.7164,185.2318,181.2696,183.1464,24569201
AAPL,2018-06-27,183.9386,185.9766,182.7492,182.8783,25285328
AAPL,2018-06-28,182.8187,184.914,182.5208,184.2089,17365235
AAPL,2018-06-29,184.9934,185.8872,181.637,183.8217,22737666
AAPL,2018-07-02,182.5406,185.9964,182.1434,185.8773,17731343
AAPL,2018-07-03,186.483,186.6419,182.2626,182.6399,13954806
AAPL,2018-07-05,183.9706,185.1126,182.9974,184.1096,16604248
AAPL,2018-07-06,184.1295,187.1225,183.911,186.6618,17485245
AAPL,2018-07-09,188.1811,189.3529,187.9825,189.2536,19756634
AAPL,2018-07-10,189.3827,189.9487,188.8565,189.0252,15939149
AAPL,2018-07-11,187.1881,188.4591,186.3043,186.5724,18831470
AAPL,2018-07-12,188.2109,190.0778,187.9924,189.7005,18041131
AAPL,2018-07-13,189.7501,190.5048,189.5714,189.9984,12519792
AAPL,2018-07-16,190.187,191.3092,189.0897,189.5813,15043110
AAPL,2018-07-17,188.4294,190.5346,187.8832,190.1175,15534523
AAPL,2018-07-18,190.4452,190.4651,188.6081,189.0748,16393381
AAPL,2018-07-19,188.3698,191.2099,188.3698,190.5445,20286752
AAPL,2018-07-20,190.4452,191.0907,188.8464,190.1076,20706042
AAPL,2018-07-23,189.3529,190.624,188.2407,190.2764,15989365
AAPL,2018-07-24,191.1106,192.3123,190.7134,191.6567,18697898
AAPL,2018-07-25,191.7165,193.4939,191.0907,193.4641,16826483
AAPL,2018-07-26,193.2555,194.5961,192.2625,192.8583,19075964
AAPL,2018-07-27,193.6329,193.8315,188.7769,189.6508,24023972
AAPL,2018-07-30,190.5644,190.8623,187.7541,188.5883,21029535
AAPL,2018-07-31,188.9755,190.8027,188.0222,188.9656,39373038
AAPL,2018-08-01,197.7441,200.3558,195.9368,200.0976,67935716
AAPL,2018-08-02,199.184,206.9297,198.9556,205.9466,62404012
AAPL,2018-08-03,205.5891,207.2872,204.0502,206.5424,33447396
AAPL,2018-08-06,206.5524,207.7937,205.6288,207.6149,25425387
AAPL,2018-08-07,207.8632,208.0419,205.321,205.6685,25587387
AAPL,2018-08-08,204.6159,206.3637,203.0966,205.8076,22525487
AAPL,2018-08-09,205.8374,208.32,205.7579,207.4262,23492626
AAPL,2018-08-10,206.639,208.373,205.9514,206.8084,24611202
AAPL,2018-08-13,206.9778,210.2185,206.9778,208.1438,25890880
AAPL,2018-08-14,209.4243,209.8279,207.5359,209.0207,20748010
AAPL,2018-08-15,208.4925,210.0073,207.6056,209.509,28807564
AAPL,2018-08-16,211.0137,213.0687,210.7347,212.5783,28500367
AAPL,2018-08-17,212.6979,217.1922,212.4188,216.8235,35426997
AAPL,2018-08-20,217.3417,218.4179,214.3621,214.7108,30287695
AAPL,2018-08-21,216.0462,216.4348,213.2808,214.2923,26159755
AAPL,2018-08-22,213.3556,215.6077,213.0965,214.3023,19018131
AAPL,2018-08-23,213.9037,216.2953,213.8538,214.7407,18883224
AAPL,2018-08-24,215.8469,216.1458,214.3621,215.4084,18476356
AAPL,2018-08-27,216.395,217.9794,215.5778,217.1822,20525117
AAPL,2018-08-28,218.2485,219.7732,218.1588,218.9361,22776766
AAPL,2018-08-29,219.3845,222.7129,218.6471,222.2047,27254804
AAPL,2018-08-30,222.4738,227.4663,221.6267,224.2476,48793824
AAPL,2018-08-31,225.7224,228.0742,225.2142,226.8385,43340134
AAPL,2018-09-04,227.6158,228.3831,225.842,227.566,27390132
AAPL,2018-09-05,228.1938,228.8714,224.3173,226.0812,33332960
AAPL,2018-09-06,225.4434,226.5595,220.5305,222.3243,34289976
AAPL,2018-09-07,221.0786,224.5864,219.9426,220.5305,37619810
AAPL,2018-09-10,220.1818,221.0786,215.7173,217.5709,39516453
AAPL,2018-09-11,217.252,223.5191,215.807,223.0717,35749049
AAPL,2018-09-12,224.1579,224.2177,219.0756,220.3013,49278740
AAPL,2018-09-13,222.7428,227.556,221.7961,225.6228,41706377
AAPL,2018-09-14,224.9651,226.0513,221.7483,223.0617,31999289
AAPL,2018-09-17,221.3776,222.1748,216.5146,217.1224,37195133
